"name","external_donor_name","donor_id","donor_name"
"C57BL/6J","ZH000027",1040438587,"ZH000027"
"","452709",1040316076,"Snap25-IRES2-Cre;Ai14-452709"
"","454398",1040315564,"Snap25-IRES2-Cre;Ai14-454398"
"","453388",1040315423,"Snap25-IRES2-Cre;Ai14-453388"
"","452717",1040315417,"Snap25-IRES2-Cre;Ai14-452717"
"","536274",1040314823,"Snap25-IRES2-Cre;Ai14-536274"
"","536273",1040314506,"Snap25-IRES2-Cre;Ai14-536273"
"","544387",1040314323,"Snap25-IRES2-Cre;Ai14-544387"
"","542758",1040314319,"Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-542758-Ai65"
"","537945",1039862186,"Vip-IRES-Cre;Ai148-537945"
"","536480",1039843634,"Vip-IRES-Cre;Ai32-536480"
"","536501",1039841402,"Vip-IRES-Cre;Ai148-536501"
"","533251",1039808489,"Snap25-IRES2-Cre;Ai14-533251"
"","540389",1039767101,"Sst-IRES-Cre;Pvalb-T2A-FlpO;Ai193-hyg-540389"
"","540393",1039767089,"Sst-IRES-Cre;Pvalb-T2A-FlpO;Ai193-hyg-540393"
"","540391",1039767077,"Sst-IRES-Cre;Pvalb-T2A-FlpO;Ai193-hyg-540391"
"","539564",1039767064,"Sst-IRES-Cre;Pvalb-T2A-FlpO;Ai193-hyg-539564"
"","538388",1039762987,"Penk-IRES2-Cre-neo-538388"
"","538392",1039762977,"Penk-IRES2-Cre-neo-538392"
"","530507",1039557579,"Slco2a1-P2A-Cre;Ai14-530507"
"","530506",1039557441,"Slco2a1-P2A-Cre;Ai14-530506"
"","537112",1039481256,"Ndnf-IRES2-dgCre-537112"
"","537113",1039481250,"Ndnf-IRES2-dgCre-537113"
"","536709",1039481241,"Ntrk1-IRES-Cre-536709"
"","536760",1039481234,"Penk-IRES2-Cre-neo-536760"
"","536756",1039481225,"Penk-IRES2-Cre-neo-536756"
"","537918",1039269132,"Slc17a8-iCre;Ai14-537918"
"","537917",1039269123,"Slc17a8-iCre;Ai14-537917"
"","537916",1039269114,"Slc17a8-iCre;Ai14-537916"
"","537915",1039269103,"Slc17a8-iCre;Ai14-537915"
"","538258",1039269091,"Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-538258"
"","537857",1039269079,"Etv1-CreERT2;Sst-IRES-FlpO;Ai65-537857"
"","537791",1039269066,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537791"
"","537789",1039269054,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537789"
"","537402",1039269042,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-537402"
"","539508",1039268330,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539508"
"","539506",1039267567,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539506"
"","539505",1039267422,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539505"
"","539503",1039267361,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539503"
"","539144",1039267196,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539144"
"","539142",1039267138,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539142"
"","539141",1039267056,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539141"
"","539140",1039266993,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539140"
"","539139",1039266883,"Ai193(TICL-EGFP-ICF-tdT)-hyg-539139"
"","536640",1039266308,"Ai193(TICL-EGFP-ICF-tdT)-hyg-536640"
"","536639",1039266123,"Ai193(TICL-EGFP-ICF-tdT)-hyg-536639"
"","538814",1039245050,"Vip-IRES-Cre;Pvalb-T2A-FlpO;Ai193-hyg-538814"
"","538078",1039088157,"Tlx3-Cre_PL56;Ai140;Vip-IRES-FlpO;Ai65F-538078"
"","536270",1039002248,"Snap25-IRES2-Cre;Ai14-536270"
"","452716",1039001991,"Snap25-IRES2-Cre;Ai14-452716"
"","452710",1039001606,"Snap25-IRES2-Cre;Ai14-452710"
"","452711",1039001337,"Snap25-IRES2-Cre;Ai14-452711"
"","452714",1038997709,"Snap25-IRES2-Cre;Ai14-452714"
"","452712",1038997699,"Snap25-IRES2-Cre;Ai14-452712"
"","535268",1038816997,"Vip-IRES-Cre;Ai148-535268"
"","508150",1038815720,"C57BL6J-508150"
"","536213",1038299144,"Vip-IRES-Cre;Ai32-536213"
"","536211",1038297549,"Vip-IRES-Cre;Ai32-536211"
"","524903",1038288643,"Gad2-IRES-Cre;Slc32a1-T2A-FlpO;Ai195-hyg-524903"
"","520199",1038288053,"Snap25-IRES2-Cre;Slc17a7-IRES2-FlpO-neo-520199-Ai195-hyg"
"","472745",1038231805,"hAPP-J20-472745"
"","486392",1038231749,"Tlx3-Cre_PL56;APP_PS1-486392"
"","486386",1038231688,"Tlx3-Cre_PL56;APP_PS1-486386"
"","481885",1038231633,"Cux2-IRES-Cre;APP_PS1-481885"
"","481886",1038231574,"Cux2-IRES-Cre;APP_PS1-481886"
"","476774",1038231481,"Tlx3-Cre_PL56;APP_PS1-476774"
"","476770",1038231394,"Tlx3-Cre_PL56;APP_PS1-476770"
"","534930",1038148519,"C57BL6J-534930"
"","541182",1038107011,"C57BL/6J-541182"
"","541181",1038107008,"C57BL/6J-541181"
"","533921",1038107005,"C57BL/6J-533921"
"","533920",1038107002,"C57BL/6J-533920"
"","536755",1038098239,"Penk-IRES2-Cre-neo-536755"
"","536754",1038098232,"Penk-IRES2-Cre-neo-536754"
"","534304",1038001078,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-534304"
"","537071",1037942232,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-537071"
"","536737",1037942222,"Ctgf-T2A-dgCre;Ai14-536737"
"","536735",1037942213,"Ctgf-T2A-dgCre;Ai14-536735"
"","536734",1037942203,"Ctgf-T2A-dgCre;Ai14-536734"
"","536733",1037942194,"Ctgf-T2A-dgCre;Ai14-536733"
"","536732",1037942185,"Ctgf-T2A-dgCre;Ai14-536732"
"","536727",1037942175,"Ctgf-T2A-dgCre;Ai14-536727"
"","536726",1037942166,"Ctgf-T2A-dgCre;Ai14-536726"
"","536724",1037942157,"Ctgf-T2A-dgCre;Ai14-536724"
"","536722",1037942147,"Ctgf-T2A-dgCre;Ai14-536722"
"","534300",1037511535,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-534300"
"","509274",1037491533,"C57BL6J-509274"
"","534037",1037002661,"C57BL6J-534037"
"","534303",1036884927,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-534303"
"","472697",1036876301,"APP_PS1-472697"
"","472696",1036876244,"APP_PS1-472696"
"","472694",1036875998,"APP_PS1-472694"
"","472693",1036875523,"APP_PS1-472693"
"","467821",1036875020,"Cux2-IRES-Cre;APP_PS1-467821"
"","467823",1036874067,"Cux2-IRES-Cre;APP_PS1-467823"
"","425444",1036873999,"hAPP-J20-425444"
"","467824",1036873745,"Cux2-IRES-Cre;APP_PS1-467824"
"","467820",1036873501,"Cux2-IRES-Cre;APP_PS1-467820"
"","471569",1036873361,"hAPP-J20-471569"
"","472690",1036873296,"APP_PS1-472690"
"","534409",1036867351,"Sst-IRES-Cre;Ai148-534409"
"","532448",1036833105,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532448"
"","532447",1036833019,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532447"
"","532446",1036831943,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532446"
"","532134",1036831644,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532134"
"","533388",1036830071,"Snap25-IRES2-Cre;Ai14-533388"
"","533254",1036829990,"Snap25-IRES2-Cre;Ai14-533254"
"","450091",1036829888,"Snap25-IRES2-Cre;Ai14-450091"
"","451987",1036829793,"Snap25-IRES2-Cre;Ai14-451987"
"","451986",1036829685,"Snap25-IRES2-Cre;Ai14-451986"
"","534931",1036829596,"C57BL6J-534931"
"","534134",1036810145,"Nos1-CreERT2-534134"
"","533076",1036810139,"Ndnf-IRES2-dgCre-533076"
"","533074",1036810133,"Ndnf-IRES2-dgCre-533074"
"","533011",1036810127,"Nos1-CreERT2-533011"
"","534135",1036810121,"Nos1-CreERT2-534135"
"","534132",1036810115,"Nos1-CreERT2-534132"
"","534302",1036804770,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-534302"
"","M20.29.243",1036623317,"M20.29.243"
"","M20.29.242",1036622765,"M20.29.242"
"","M20.29.168",1036622218,"M20.29.168"
"","M20.29.167",1036622116,"M20.29.167"
"","533734",1036590632,"Ai79(TITL-Jaws)-533734"
"","533351",1036590262,"Pvalb-IRES-Cre-533351"
"","533350",1036590256,"Pvalb-IRES-Cre-533350"
"","520759",1036445505,"Gad67-GFP_X94-520759"
"","532618",1036424841,"Snap25-IRES2-Cre;Ai14-532618"
"","535968",1036231631,"Sncg-IRES2-FlpO-neo;Ai65F-535968"
"","534735",1036231618,"Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-534735"
"","535966",1036231609,"Sncg-IRES2-FlpO-neo;Ai65F-535966"
"","535967",1036230994,"Sncg-IRES2-FlpO-neo;Ai65F-535967"
"","534734",1036230982,"Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-534734"
"","535383",1036230718,"Etv1-CreERT2;Sst-IRES-FlpO;Ai65-535383"
"","535382",1036230700,"Etv1-CreERT2;Sst-IRES-FlpO;Ai65-535382"
"","535839",1036230683,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535839"
"","535836",1036230671,"Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836"
"","534733",1036230653,"Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-534733"
"","533527",1035958630,"Sst-IRES-Cre;Ai148-533527"
"","532619",1035930993,"Snap25-IRES2-Cre;Ai14-532619"
"","532599",1035930984,"Snap25-IRES2-Cre;Ai14-532599"
"","533538",1035481440,"C57BL6J-533538"
"","533539",1035469403,"C57BL6J-533539"
"","479032",1035438772,"hAPP-J20-479032"
"","462677",1035437803,"APP_PS1-462677"
"","462672",1035435838,"APP_PS1-462672"
"","460616",1035433967,"APP_PS1;rTg4510-460616"
"","460615",1035430995,"APP_PS1;rTg4510-460615"
"","460614",1035428035,"APP_PS1;rTg4510-460614"
"","532917",1035287597,"Grp-Cre_KH288-532917"
"","532733",1035287591,"Slc17a6-IRES-Cre-532733"
"","532731",1035287585,"Slc17a6-IRES-Cre-532731"
"","532739",1035287579,"Slc17a6-IRES-Cre-532739"
"","532738",1035287573,"Slc17a6-IRES-Cre-532738"
"","532736",1035287567,"Slc17a6-IRES-Cre-532736"
"","452095",1035286601,"Snap25-IRES2-Cre;Ai14-452095"
"","452096",1035286426,"Snap25-IRES2-Cre;Ai14-452096"
"","532728",1035123315,"Chrna6-IRES2-FlpO-WPRE-neo-532728"
"","532724",1035123264,"Chrna6-IRES2-FlpO-WPRE-neo-532724"
"","462678",1035117275,"APP_PS1-462678"
"","462676",1035116964,"APP_PS1-462676"
"","462675",1035116574,"APP_PS1-462675"
"","462674",1035116368,"APP_PS1-462674"
"","462673",1035116252,"APP_PS1-462673"
"","460613",1035115950,"APP_PS1;rTg4510-460613"
"","542314",1035114943,"WSB.APP/PS1-542314"
"","542313",1035114570,"WSB.APP/PS1-542313"
"","542312",1035114476,"WSB.APP/PS1-542312"
"","542311",1035114326,"WSB.APP/PS1-542311"
"","542310",1035114188,"WSB.APP/PS1-542310"
"","542309",1035114063,"WSB.APP/PS1-542309"
"","542308",1035113823,"WSB.APP/PS1-542308"
"","542307",1035113673,"WSB.APP/PS1-542307"
"","542306",1035113500,"WSB.APP/PS1-542306"
"","542305",1035113332,"WSB.APP/PS1-542305"
"","524305",1035113163,"Ai148(TIT2L-GC6f-ICL-tTA2)-524305"
"","542304",1035113011,"WSB.APP/PS1-542304"
"","542303",1035112524,"WSB.APP/PS1-542303"
"","531807",1035100190,"Pvalb-IRES-Cre-531807"
"","531144",1035100175,"Penk-IRES2-Cre-neo-531144"
"","539000",1035098256,"Vip-IRES-Cre;Sst-IRES-FlpO;Ai193-hyg-539000"
"","538806",1035098252,"Vip-IRES-Cre;Sst-IRES-FlpO;Ai193-hyg-538806"
"","538803",1035098240,"Vip-IRES-Cre;Sst-IRES-FlpO;Ai193-hyg-538803"
"","537654",1035098228,"Vip-IRES-Cre;Sst-IRES-FlpO;Ai193-hyg-537654"
"","536192",1035098216,"Vip-IRES-Cre;Pvalb-T2A-FlpO;Ai193-hyg-536192"
"","535896",1035098207,"Sst-IRES-Cre;Ai14-535896"
"","535551",1035098195,"Vip-IRES-Cre;Sst-IRES-FlpO;Ai193-hyg-535551"
"","535549",1035098183,"Vip-IRES-Cre;Sst-IRES-FlpO;Ai193-hyg-535549"
"","531682",1035049941,"Ai193(TICL-EGFP-ICF-tdT)-hyg-531682"
"","531678",1035049587,"Ai193(TICL-EGFP-ICF-tdT)-hyg-531678"
"","531676",1035048592,"Ai193(TICL-EGFP-ICF-tdT)-hyg-531676"
"","521781",1035046964,"Ai193(TICL-EGFP-ICF-tdT)-hyg-521781"
"","519144",1035045674,"Ai193(TICL-EGFP-ICF-tdT)-hyg-519144"
"","519143",1035043809,"Ai193(TICL-EGFP-ICF-tdT)-hyg-519143"
"","519142",1035043735,"Ai193(TICL-EGFP-ICF-tdT)-hyg-519142"
"","519141",1035043389,"Ai193(TICL-EGFP-ICF-tdT)-hyg-519141"
"","534561",1034909106,"Sst-IRES-Cre;Ai14-534561"
"","534562",1034908598,"Sst-IRES-Cre;Ai14-534562"
"","534082",1034908589,"Rorb-IRES2-Cre-neo;Ai14-534082"
"","534081",1034908580,"Rorb-IRES2-Cre-neo;Ai14-534081"
"","534044",1034908446,"Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-534044"
"","533973",1034908434,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-533973"
"","533972",1034908421,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-533972"
"","533674",1034908411,"Ctgf-T2A-dgCre;Ai14-533674"
"","533671",1034908402,"Ctgf-T2A-dgCre;Ai14-533671"
"","533670",1034908393,"Ctgf-T2A-dgCre;Ai14-533670"
"","532612",1034878392,"Ctgf-T2A-dgCre;Ai14-532612"
"","532611",1034878383,"Ctgf-T2A-dgCre;Ai14-532611"
"","532610",1034878374,"Ctgf-T2A-dgCre;Ai14-532610"
"","532867",1034873624,"Dbh-Cre_KH212-532867"
"","532866",1034873618,"Dbh-Cre_KH212-532866"
"","531604",1034873612,"Dbh-Cre_KH212-531604"
"","531570",1034873606,"Cart-Tg1-Cre-531570"
"","531567",1034873600,"Cart-Tg1-Cre-531567"
"","531280",1034873593,"Rorb-IRES2-Cre-531280"
"","532436",1034756334,"Vip-IRES-Cre;Ai148-532436"
"","530842",1034534838,"C57BL6J-530842"
"","533497",1034498121,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-533497"
"","533168",1034497794,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-533168"
"","531954",1034469560,"Snap25-IRES2-Cre;Ai14-531954"
"","531164",1034469551,"Snap25-IRES2-Cre;Ai14-531164"
"","532598",1034469542,"Snap25-IRES2-Cre;Ai14-532598"
"","531163",1034469533,"Snap25-IRES2-Cre;Ai14-531163"
"","531955",1034469524,"Snap25-IRES2-Cre;Ai14-531955"
"","531953",1034469515,"Snap25-IRES2-Cre;Ai14-531953"
"","533537",1033846133,"C57BL6J-533537"
"","532246",1033845075,"Vip-IRES-Cre;Ai32-532246"
"","530847",1033841934,"C57BL6J-530847"
"","530846",1033841927,"C57BL6J-530846"
"","530843",1033841921,"C57BL6J-530843"
"","531952",1033786868,"Snap25-IRES2-Cre;Ai14-531952"
"","531154",1033755826,"Snap25-IRES2-Cre;Ai14-531154"
"","534831",1033739856,"Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534831"
"","534696",1033739844,"Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534696"
"","533801",1033639953,"Vip-IRES-Cre;Sst-IRES-FlpO;Ai193-hyg-533801"
"","533805",1033639940,"Vip-IRES-Cre;Sst-IRES-FlpO;Ai193-hyg-533805"
"","524535",1033559238,"Npnt-P2A-FlpO-524535"
"","506834",1033559054,"Npnt-P2A-FlpO-506834"
"","531143",1033538778,"Penk-IRES2-Cre-neo-531143"
"","531034",1033538769,"Tlx3-Cre_PL56;Ai140;Sst-IRES-FlpO;Ai65F-531034"
"","538743",1033538579,"Snap25-IRES2-Cre;Ai14-538743"
"","538742",1033538569,"Snap25-IRES2-Cre;Ai14-538742"
"","534247",1033531782,"Calb2-IRES-Cre;Vip-IRES-FlpO;Ai193-hyg-534247"
"","533330",1033402224,"Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-533330-Ai65"
"","532411",1033402204,"Slc17a8-iCre;Ai14-532411"
"","532410",1033402193,"Slc17a8-iCre;Ai14-532410"
"","533143",1033401551,"Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-533143-Ai65"
"","533329",1033401529,"Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-533329-Ai65"
"","532608",1033401520,"Ctgf-T2A-dgCre;Ai14-532608"
"","532405",1033401511,"Slc17a8-iCre;Ai14-532405"
"","538744",1033337205,"Snap25-IRES2-Cre;Ai14-538744"
"","533162",1033189349,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-533162"
"","533164",1033187874,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-533164"
"","533166",1033136150,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-533166"
"","531073",1033092229,"C57BL6J-531073"
"","533161",1032508314,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-533161"
"","532131",1032389039,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532131"
"","532130",1032388711,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532130"
"","532129",1032388528,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532129"
"","532128",1032387979,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532128"
"","532127",1032387155,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532127"
"","532126",1032386872,"Ai193(TICL-EGFP-ICF-tdT)-hyg-532126"
"","530158",1032184818,"Sst-IRES-Cre(SP)-530158"
"","532747",1032183994,"-532747"
"","532742",1032183982,"Calb2-IRES-Cre;Vip-IRES-FlpO;Ai193-hyg-532742"
"","530490",1032138656,"Prkcd-GluCla-CFP-IRES-Cre-530490"
"","531196",1032138649,"Sepw1-Cre_NP39-531196"
"","530604",1032138642,"Tlx3-Cre_PL56-530604"
"","530494",1032138635,"Prkcd-GluCla-CFP-IRES-Cre-530494"
"","530493",1032138629,"Prkcd-GluCla-CFP-IRES-Cre-530493"
"","530491",1032138623,"Prkcd-GluCla-CFP-IRES-Cre-530491"
"","519338",1032138216,"Ai213(TICL-EGFP-ICF-mOrange2-ICN-mKate2)-519338-hyg"
"","519747",1032138115,"Ai213(TICL-EGFP-ICF-mOrange2-ICN-mKate2)-519747-hyg"
"","519436",1032138037,"Chrna6-IRES2-FlpO-WPRE-neo-519436"
"","519428",1032137940,"Chrna6-IRES2-FlpO-WPRE-neo-519428"
"","524899",1032043776,"Gad2-IRES-Cre;Slc32a1-T2A-FlpO;Ai195-hyg-524899"
"","524759",1031917420,"C57BL6J-524759"
"","528522",1031917368,"C57BL6J-528522"
"","529836",1031904826,"Tac1-IRES2-Cre-529836"
"","529835",1031904819,"Tac1-IRES2-Cre-529835"
"","529831",1031904813,"Tac1-IRES2-Cre-529831"
"","529256",1031904807,"Ctgf-T2A-dgCre-529256"
"","530118",1031904801,"Rbp4-Cre_KL100-530118"
"","530117",1031904793,"Rbp4-Cre_KL100-530117"
"","531748",1031888918,"Slc17a7-IRES2-Cre;Ai14-531748"
"","532106",1031888909,"Slc17a6-IRES-Cre;Ai14-532106"
"","531588",1031888898,"Rorb-IRES2-Cre-neo;Ai14-531588"
"","531295",1031888889,"Slc17a6-IRES-Cre;Ai14-531295"
"","532107",1031888718,"Slc17a6-IRES-Cre;Ai14-532107"
"","531747",1031888709,"Slc17a7-IRES2-Cre;Ai14-531747"
"","531746",1031888700,"Slc17a7-IRES2-Cre;Ai14-531746"
"","531585",1031888690,"Rorb-IRES2-Cre-neo;Ai14-531585"
"","517443",1031886383,"Gad2-IRES-Cre;Slc32a1-T2A-FlpO;Ai195-hyg-517443"
"","517439",1031884652,"Gad2-IRES-Cre;Slc32a1-T2A-FlpO;Ai195-hyg-517439"
"","445472",1031771947,"Snap25-IRES2-Cre;Ai14-445472"
"","443008",1031771840,"Snap25-IRES2-Cre;Ai14-443008"
"","530657",1031709927,"Emx1-IRES-Cre;Camk2a-tTA;Ai94-530657"
"","519149",1031679092,"Ai193(TICL-EGFP-ICF-tdT)-hyg-519149"
"","519148",1031679016,"Ai193(TICL-EGFP-ICF-tdT)-hyg-519148"
"","519147",1031678883,"Ai193(TICL-EGFP-ICF-tdT)-hyg-519147"
"","532872",1030980499,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-532872"
"","532871",1030979988,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-532871"
"","532868",1030979044,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-532868"
"","531237",1030967622,"C57BL6J-531237"
"","529474",1030863312,"Snap25-IRES2-Cre;Ai14-529474"
"","528248",1030862955,"Snap25-IRES2-Cre;Ai14-528248"
"","529273",1030862842,"Gad2-IRES-Cre;Ai14-529273"
"","529271",1030862833,"Gad2-IRES-Cre;Ai14-529271"
"","532656",1030854763,"Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-532656"
"","532657",1030854751,"Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-532657"
"","534248",1030854739,"Calb2-IRES-Cre;Vip-IRES-FlpO;Ai193-hyg-534248"
"","506831",1030682514,"Npnt-P2A-FlpO-506831"
"","506832",1030682389,"Npnt-P2A-FlpO-506832"
"","506833",1030682154,"Npnt-P2A-FlpO-506833"
"","511034",1030682067,"Npnt-P2A-FlpO-511034"
"","528375",1030576283,"C57BL6J-528375"
"","528374",1030576276,"C57BL6J-528374"
"","527146",1030545741,"Cux2-CreERT2-527146"
"","527145",1030545735,"Cux2-CreERT2-527145"
"","528521",1030528618,"C57BL6J-528521"
"","528520",1030528598,"C57BL6J-528520"
"","530904",1030507885,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-530904"
"","529272",1030454957,"Gad2-IRES-Cre;Ai14-529272"
"","529270",1030454782,"Gad2-IRES-Cre;Ai14-529270"
"","531139",1030340155,"Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-531139"
"","530511",1030340146,"Slc32a1-IRES-Cre;Ai14-530511"
"","530510",1030340137,"Slc32a1-IRES-Cre;Ai14-530510"
"","530873",1030340127,"Oxtr-T2A-Cre;Ai14-530873"
"","530400",1030340118,"Slc17a7-IRES2-Cre;Ai14-530400"
"","530399",1030340109,"Slc17a7-IRES2-Cre;Ai14-530399"
"","530519",1030339770,"Slc17a7-IRES2-Cre;Ai14-530519"
"","530509",1030339761,"Slc32a1-IRES-Cre;Ai14-530509"
"","530872",1030339751,"Oxtr-T2A-Cre;Ai14-530872"
"","530398",1030339742,"Slc17a7-IRES2-Cre;Ai14-530398"
"","529342",1030287478,"Sst-IRES-Cre;Ai148-529342"
"","518781",1030246499,"Ai193(TICL-EGFP-ICF-tdT)-hyg-518781"
"","518778",1030245964,"Ai193(TICL-EGFP-ICF-tdT)-hyg-518778"
"","518777",1030245421,"Ai193(TICL-EGFP-ICF-tdT)-hyg-518777"
"","518776",1030245342,"Ai193(TICL-EGFP-ICF-tdT)-hyg-518776"
"","518508",1030245235,"Ai193(TICL-EGFP-ICF-tdT)-hyg-518508"
"","528373",1029982995,"C57BL6J-528373"
"","529014",1029489373,"Calb2-IRES-Cre-529014"
"","529013",1029489366,"Calb2-IRES-Cre-529013"
"","529011",1029489359,"Calb2-IRES-Cre-529011"
"","529015",1029489353,"Calb2-IRES-Cre-529015"
"","528801",1029489347,"Rbp4-Cre_KL100-528801"
"","528798",1029489341,"Rbp4-Cre_KL100-528798"
"","530079",1029488609,"Vip-IRES-Cre;Ai148-530079"
"","530862",1029486741,"Vip-IRES-Cre;Ai32-530862"
"","530683",1029485853,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-530683"
"","536764",1029457740,"Snap25-IRES2-Cre;Ai14-536764"
"","536763",1029457737,"Snap25-IRES2-Cre;Ai14-536763"
"","531033",1029457161,"Tlx3-Cre_PL56;Ai140;Sst-IRES-FlpO;Ai65F-531033"
"","529718",1029455103,"Cux2-IRES-Cre-529718"
"","529716",1029455097,"Cux2-IRES-Cre-529716"
"","531660",1029454575,"Nr5a1-Cre;Ai140;Sst-IRES-FlpO;Ai65F-531660"
"","531659",1029454555,"Nr5a1-Cre;Ai140;Sst-IRES-FlpO;Ai65F-531659"
"","5331033",1029454546,"5331033"
"","529417",1029436797,"Ai193(TICL-EGFP-ICF-tdT)-hyg-529417"
"","529416",1029436657,"Ai193(TICL-EGFP-ICF-tdT)-hyg-529416"
"","529415",1029436594,"Ai193(TICL-EGFP-ICF-tdT)-hyg-529415"
"","529414",1029436519,"Ai193(TICL-EGFP-ICF-tdT)-hyg-529414"
"","529413",1029436394,"Ai193(TICL-EGFP-ICF-tdT)-hyg-529413"
"","529412",1029436292,"Ai193(TICL-EGFP-ICF-tdT)-hyg-529412"
"","529411",1029436156,"Ai193(TICL-EGFP-ICF-tdT)-hyg-529411"
"","529858",1029429173,"Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-529858"
"","530253",1029429163,"Rorb-IRES2-Cre-neo;Ai14-530253"
"","530251",1029429154,"Rorb-IRES2-Cre-neo;Ai14-530251"
"","529234",1029429142,"Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-529234"
"","529373",1029429133,"Slc17a8-iCre;Ai14-529373"
"","529921",1029429008,"Slc32a1-IRES-Cre;Ai14-529921"
"","529821",1029428996,"Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-529821"
"","530252",1029428987,"Rorb-IRES2-Cre-neo;Ai14-530252"
"","530250",1029428978,"Rorb-IRES2-Cre-neo;Ai14-530250"
"","508960",1029395512,"APP_PS1;CX3CR1-GFP-508960"
"","508959",1029395099,"APP_PS1;CX3CR1-GFP-508959"
"","508956",1029394971,"APP_PS1;CX3CR1-GFP-508956"
"","508954",1029394785,"APP_PS1;CX3CR1-GFP-508954"
"","529404",1029390615,"Sst-IRES-Cre;Ai148-529404"
"","529129",1029376464,"Snap25-IRES2-Cre;Ai14-529129"
"","535694",1029376461,"Snap25-IRES2-Cre;Ai14-535694"
"","528519",1029228851,"C57BL6J-528519"
"","524719",1028909513,"Tlx3-Cre_PL56-524719"
"","527433",1028648044,"Snap25-IRES2-Cre;Ai14-527433"
"","527137",1028647820,"Snap25-IRES2-Cre;Ai14-527137"
"","527136",1028647644,"Snap25-IRES2-Cre;Ai14-527136"
"","527134",1028647635,"Snap25-IRES2-Cre;Ai14-527134"
"","529690",1028212561,"Snap25-IRES2-Cre;Slc17a7-IRES2-FlpO-neo;-529690"
"","529386",1028206291,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-529386"
"","530908",1028201553,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-530908"
"","530685",1028200417,"Slc17a7-IRES2-Cre;Camk2a-tTA;Ai93-530685"
"","528104",1028195233,"Sst-IRES-Cre;Ai148-528104"
"","528097",1028194408,"Vip-IRES-Cre;Ai148-528097"
"","527978",1028048994,"Ctxn3-IRES2-FlpO-527978"
"","527977",1028048848,"Ctxn3-IRES2-FlpO-527977"
