"cell_specimen_id","x","y","z","normalized_depth","soma_depth_um"
639004612,"8164","651.143960995665","3876.63278545865","0.316463718128526","289.951917999483"
639005493,"8424","963.582439768392","2503.96439682385","",""
639013022,"8912","886.619705094299","8444.78723170798","0.161293405884072","162.744610607849"
639016154,"8428","931.078144421263","3302.41215158782","",""
639018115,"8912","1465.29042564228","8531.22281817334","",""
639018814,"8428","1022.6895259366","3676.69334506987","",""
639210975,"8604","533.525497681017","3620.5713408928","",""
639212193,"8023.34395196438","857.269684430466","3273.0370191105","",""
639216491,"8604","647.746640666474","3316.65761123213","",""
639216521,"7960.99835224693","422.280258525115","3699.8769752411","",""
639226535,"8604","786.362341791869","3046.33273904359","",""
639356925,"9431.51753767967","1561.04278170261","8458.55381045323","",""
639380048,"7867.52397212282","609.638398472741","3511.06655663501","",""
639380495,"8665","494.205189823079","7191.07479451409","",""
639389307,"7851.11940086565","490.801286586101","3835.17517466357","",""
639390023,"8803","1396.70409346105","2930.03329577175","",""
639395418,"8665","657.321045427266","7786.34953585211","0.272698596865507","265.081096967697"
639395516,"8659","655.938405374182","3971.64137946376","",""
639398242,"8665","857.587689454031","8286.06936505242","",""
639671955,"8442.8153547279","1406.5650686077","2555.8432144228","",""
639674270,"8551","1207.14052548287","3395.9761019203","0.767271332930588","736.647395132121"
639689311,"8551","1028.50333219881","4064.37780043754","",""
639689999,"9407.22613848715","1634.02186795581","9257.45891351448","",""
639695961,"8413","776.676429481417","7610.09191542787","",""
639701690,"8413","1073.53410530576","7792.98065165915","",""
639708328,"9135.99171751314","1647.81041416893","2668.37367545448","0.734785746004272","662.659312781708"
639719157,"9146.86676091838","1388.71415937113","3161.57028877378","",""
639796648,"9406.2487103572","2104.44444311087","9726.81582687946","",""
639797308,"8617","674.813707250003","3770.13435194254","0.276069696517544","271.961805502636"
639808649,"8770.91002752775","1219.8023002501","3145.94771978083","",""
639809582,"9476.96282678977","1333.45830816373","7743.66951782114","0.795389404625941","878.604105904027"
639818525,"9009","1054.07855662889","8115.78650631614","0.471844918408327","493.28938361953"
639824809,"9730.04648088682","1242.29831224363","2956.92927884091","",""
639829058,"9009","1477.6007063942","8102.25274898734","",""
639841063,"9629.92968206369","1569.76560582851","2626.06350579917","0.424574032547644","419.216988368903"
639850374,"9523.29269708635","1918.55946736891","2352.78142828048","",""
639860893,"9694.18458000027","1253.8288240104","3680.99472375794","",""
639861972,"9424.07199763169","913.348603177295","3434.24857045524","",""
639862877,"8574","991.587124223301","7831.63234046281","0.512540724136242","554.491594999498"
639881631,"8574","1402.28589275418","8481.2254047617","0.651652160089225","659.072858511701"
639881942,"8768.86426441187","1923.10134126213","9728.39802547498","",""
639891826,"9236.86148611653","665.334787330396","3620.9245268983","",""
639893239,"8491.17891982659","1383.70242531171","8255.57233426136","0.754867393706036","753.713497632231"
639962984,"9125.44409164232","1188.78556059541","2738.71549636371","0.32912193830413","352.637440479984"
639965232,"9534.363478681","1106.00685686725","3337.33948637794","",""
639979263,"9527.87961067029","1136.51105753635","3113.64722335984","",""
639986522,"9209.15659878119","840.888111521017","3177.83538378287","",""
640006232,"8979.5803276153","1747.16965824791","1898.43554515849","",""
640006296,"8420","416.812570265806","4231.44596863051","0.208065008117237","226.546764980642"
640012241,"9440.21886849872","1459.94801026401","9263.60493930685","0.126136731855724","131.2929196455"
640061596,"8736.1046660452","1451.63558388084","8693.42509858273","0.577012479590624","541.9595270145"
640106803,"9279.99418904339","604.288414661188","3693.36468000343","",""
640109830,"8795.66269482569","1268.1712291954","8980.43057470963","",""
640111844,"8841.13439133024","1109.59257801947","7407.95953316053","0.90450849565903","918.389705250879"
640263789,"9146.09813463163","943.125096511069","8289.74265903362","",""
640280740,"9498.37762762119","988.303041014545","3188.1028501433","0.258358999030983","265.851089537161"
640287067,"9373.86402625618","1343.15558699432","3375.23635832451","",""
640311818,"9552.27067610682","1348.79109833292","2683.73256728361","",""
640315859,"9418.2039855066","1664.6324285616","2593.13507293643","",""
640317055,"9316.85753702018","1903.38969899618","2514.36325800565","",""
640319052,"9188.42502580667","1179.60484480904","9015.23722090902","",""
642104046,"9470.00579398407","1461.54666438224","3016.20563837745","",""
642110310,"9464.89220731234","1478.27245273731","2903.77064777743","",""
642124659,"8718.56562803395","1284.14147089182","2349.38948602233","0.287330334285963","271.127524596751"
642166983,"8612.83870488272","1220.87006128326","8335.60066429162","",""
642227568,"8661.53410251889","1516.44615365274","2387.25918696176","",""
642258974,"9136.54461795174","880.843337124967","4213.20753202019","",""
642265873,"8816.70189260111","1344.78998675102","7949.04550145481","",""
642266392,"8986.71001354467","1760.16170688899","8815.64903274225","",""
642402500,"9383.72874647057","857.345111547621","8464.80076932553","",""
642421456,"9391.47890563438","831.995483153022","8292.56380252837","",""
642429586,"9041.11248674815","428.010663437753","4124.72349180835","",""
642442513,"9799.38645158352","1051.44501216582","2979.98873583494","",""
642478957,"8507.40717720554","1273.79519976767","2997.90704507313","",""
642494910,"8963.50988294718","1347.95604324851","8688.2221249234","0.42278586476054","457.756390014356"
642496703,"10053.2079829539","1137.95365120181","8240.81569308902","",""
642532676,"9191.41690288579","2048.95545908171","9223.44470134976","",""
642557052,"8363.28427451488","1026.73597541168","8773.10464656119","",""
642568816,"9727.10436264808","1284.59821941131","8400.84845199115","",""
642569032,"9332.01359746933","1412.45835105477","8816.3625","",""
642767494,"9268.08058870034","839.840024376696","7805.01698036002","",""
642791355,"9255.77995605767","1275.84674770154","2651.56542578301","",""
642817252,"8914.06875076913","1222.56850086761","8985.99254759187","",""
642827810,"8797.95229158092","1209.86601123438","3823.35466564451","",""
642832129,"8607.61718233911","1453.00519794328","8987.13343117437","",""
642833509,"9170.8327512194","788.317022354432","3058.68373251561","",""
642842839,"8429.25786329178","929.22542652308","8519.61635187272","",""
642851911,"8935.78883401713","778.314482286612","2836.54358636861","",""
643004718,"8371.66948730339","715.476067636713","3470.0197611151","",""
643021973,"8310.22750676641","870.897392023627","8222.00902198948","0.332884849711873","353.238515576626"
643143322,"9324.51456378182","2276.84573381944","9700.25347310458","",""
643176208,"8804.38488734892","690.963418792999","7731.01033484869","",""
643190956,"8541.1380601236","1362.98846277888","1900.15099563556","",""
643251590,"9450.04431296245","2580.05227000252","10076.1369311912","",""
643269551,"9485.50804390216","1695.40526745337","1904.28148981631","",""
643479119,"9337.73806057494","997.961309079789","3486.99014897492","",""
643479544,"8813.22249897021","770.68795181073","7566.37343232448","",""
643501564,"8617.42834697556","1407.83091392781","3163.28750291953","",""
643501610,"8851.73783712293","654.522515017547","7370","",""
643511562,"8485.64209620922","1826.69896155279","2411.55014855721","",""
643518188,"8934.57397943885","1070.79904840514","4133.72269544884","",""
643536919,"8207.64155474435","949.909873642483","7313.21922797872","0.664109303287693","653.051264376095"
643646067,"9428.22609360093","1748.66112723017","2676.01960810601","",""
643648707,"8755.70286578694","1354.59936145906","2955.14486351868","",""
643649645,"9502.02726666067","1628.28991396442","2693.5637661323","",""
643697447,"9091.39045643177","1513.47112340482","2700.65451130987","",""
643702874,"9183.83640577198","1086.64380553022","3574.93500686701","0.536422267340742","552.508392086194"
643722391,"9243.47577054948","2094.90936012872","2442.24808496323","",""
643727497,"9308.22802073664","1608.91836356057","3184.27737605461","0.905900732634139","938.453704312849"
643727534,"9165.1428023757","1281.32905275806","7919.1150858426","",""
643754730,"9297.69555291503","1512.89334973208","8325.71810722809","0.688930309518671","633.481778540919"
643785167,"8837.83247155017","2243.84735233672","1794.4303273151","",""
643822811,"9108.76510612005","1560.45949746702","2705.1362560759","",""
643915906,"9604.96031585525","1684.11339469588","2422.92273301161","",""
643922784,"9575.92932219014","1779.06949634259","2105.4568326174","",""
644134947,"9251.56573480049","1580.73672738057","2416.96635195406","",""
644197464,"8604.70633058365","1291.7484502668","8030.96386055282","",""
644256576,"8285","1976.74650956639","9299.56909699301","",""
644571405,"8756.8909802231","1403.04685614021","3425.19393502602","0.937069263637711","973.649388859251"
644584749,"9065.79004534429","732.852212463642","3655.81342682498","",""
644594173,"9317.09974096149","2076.15966994016","8855.38442570168","",""
644848057,"9722.73531697024","861.470833004137","8134.27417686589","",""
644917900,"9311.86114559439","1082.60088420221","2544.14846206735","",""
644919300,"9380.3045777106","858.732505046873","2978.0287862221","",""
644919379,"9022.23074647957","875.328259214632","2786.59649766126","",""
644920227,"9412.91912735675","1589.58396209324","2140.69994119374","0.162502177500504","152.303951138159"
644933511,"9841.52565010638","1296.30366069912","8513.16772820729","",""
644933725,"9370.16355829727","1277.86289393017","2713.75730848309","",""
644934835,"9454.57613516099","1001.76179586251","3190","",""
644935037,"9600.27013018853","2512.04009380045","10110.8647230104","",""
644936843,"9556.27960264929","1064.87790975606","8249.16772820729","",""
644941196,"9287.19481711256","493.695000209444","7475.90349736937","0.100036015201327","94.3212942720559"
644943639,"8751.16920018439","875.529568075384","8140","",""
644946047,"9730.58797898078","1289.55808690012","8836.10758182877","",""
644946408,"9775.61322150808","1142.28715448182","8577.08965152397","",""
644954299,"9383.56805104786","1921.67408079343","2858.33110751064","",""
644957513,"9149.33829042917","1224.95772898328","8598.16645542714","",""
644993352,"9358.08404024679","538.910293976396","7656","",""
644994103,"9175.72785541128","1343.21922231343","3171.91904317458","0.638180656006634","624.685014554999"
645000287,"9252.48497377824","1097.91589950446","3484.52088110448","",""
645009607,"9509.5862721464","845.491431687658","7973.15873947674","",""
645012440,"9287.57643726247","1571.65288144701","8337.03347688919","0.717148259176107","729.851701156938"
645016122,"9494.88808724179","2040.87257926013","9099.41041972419","",""
645016286,"9376.73192003186","1280.03843717852","8876.51790327021","",""
645020873,"9390.91459566948","2380.95454642235","9161.53751603631","",""
645023727,"9465.03507590093","1360.0544563748","2538.42194752963","",""
645056411,"9154.89281876726","1203.51883280571","2844.78103310303","",""
645057881,"9117.71586900879","1718.88739628737","2572.81200691624","0.696407459063871","647.830182285179"
645059162,"9131.85191517375","1643.06173512212","2407.56952202546","",""
645061418,"9560.60990697282","1047.44326990211","3464.4739506895","",""
645063692,"9507.64729133278","1220.6761799501","3218.57328275288","",""
645072993,"8985.40106759618","985.980152972837","8690","",""
645074780,"8811.20278818226","509.999841243651","3718.3944667055","",""
645075086,"9528.54326642031","1541.55998671888","8414.69377751779","",""
645075128,"9443.45844828838","1077.53295650767","2616.26751796477","",""
645155357,"9406.63519810979","1346.28213227436","8418.64284956823","",""
645158069,"9550.18726695877","982.525671718242","7954.13775664477","",""
645162257,"8824.67549762746","739.768586400138","3028.10758182877","",""
645169930,"9054.89958534798","845.954679210578","8498.78206961108","0.0658506296624582","70.4578575683759"
645320752,"9788.64128757916","2271.07066253006","8933.50137356273","",""
645322005,"8525.14697249485","986.811260600363","7620.4913623107","0.596607865844006","591.377036455801"
645355846,"9783.98698105702","2565.39077810471","2204.1998826522","0.891777937544094","829.638661057781"
645367717,"9848.62146370111","2407.59972998048","2358.04924351321","",""
645375521,"8671.39000511418","1254.22625143675","3740","",""
645375832,"9631.71109232305","1808.29227961753","8934.49620094196","",""
645378578,"8755.00831266489","980.723091231318","3344","",""
645436635,"8844.50040757908","1443.57459311743","2860","",""
645436667,"8742.88665558768","994.204424074785","3698.82969241347","",""
645441139,"9176.05724283178","1409.04474088825","8154.10758182877","",""
645443218,"9527.55279659001","2423.24256723045","1810.58547664038","",""
646431913,"8867.57252020057","1263.47368350622","7851.41152985733","",""
646458029,"8862.82680210956","1278.99622795078","7854.75655965691","",""
646558588,"8845.36557683823","783.458434575958","3794.80276664724","",""
646570718,"8833.19204561842","922.602533127621","3539.49973645241","",""
646764487,"9016.13050561552","1277.97100438085","3076.04865931043","",""
646786083,"9723.34904310558","2008.86703455555","2051.32807617932","",""
646805498,"9537.24650505335","2391.11848168714","2024.92704151022","0.631894441537561","682.863093713239"
646852171,"9286.9500531839","1043.65434982935","3570.33330726482","0.473444365524819","478.933092031117"
646873528,"9236.30889724053","1225.00339032665","3230.40762972514","",""
646995247,"9626.64487366639","1302.45540324266","8137.77580824695","",""
647041020,"9481.63368822647","1269.78346298326","8929.31685607282","",""
647045788,"9365.46745965344","1307.63237886298","2770.21625669795","0.360018445761458","371.912249362614"
647059450,"8842.32772567873","1221.72143210643","7479.40923361644","",""
647084882,"9211.84618439989","618.17436839867","3753.85159757103","",""
647101973,"10112.7777450568","2389.06656130583","2001.55542632673","",""
647102202,"8547.08248535908","1261.77380846994","3510.03586060959","",""
647102565,"8488.3419842787","1453.90533023975","2383.8427243254","",""
647102882,"8756.95449795547","1526.78110271665","8231.98845415887","",""
647103067,"9661.30527570046","3020.72050231549","1697.08847112077","",""
647103464,"8846.31197293827","1234.50597168804","7681.30103982483","",""
647103728,"9671.55705356626","1171.90854510776","8318.93646903469","",""
647105759,"9539.25893125682","1604.63620488412","8354.7627754381","",""
647508656,"8289.94693667292","1044.50772322149","8603.97017186402","",""
647811305,"8844.34951568093","662.334362459897","3838.4739506895","",""
647842659,"8671.64827216523","1227.21467702871","3168.10228689296","",""
648002271,"8892.90027560277","902.576001695207","3245.08639565392","",""
648004256,"8855.84592523177","1023.77532063243","2967.65441655485","",""
648030172,"10071.3969688708","1446.94449449702","8426.86690550768","",""
648038863,"9942.45393489369","1710.70833766119","8852.75532898186","",""
648080486,"9687.14700139262","1307.20192038122","8772.80153956014","",""
648083571,"9239.99151530987","1314.40499998935","2516.96428188676","",""
648085661,"9587.9502700505","1637.68094427747","8746.00727946434","",""
648091351,"9134.26668340682","979.87799861352","7960.68027246836","",""
648091488,"9713.80450503707","1717.33155510338","2213.02155980885","",""
648094111,"9254.63448756137","1266.50999585813","2755.84125332291","",""
648121494,"9581.68889765896","2248.47471179907","1844.22881645011","",""
648137894,"9231.78177547548","955.297240042613","3510.48002116092","",""
648139266,"8580.52933941382","848.765665188476","8202.09340567462","0.30378270108409","282.090869393842"
648232114,"9570.65861459894","1400.53603723196","2819.69002056046","",""
648256721,"9273.63844217925","1443.12310228402","2632.24727247901","",""
648263389,"8869.8329141742","582.252774388776","7398.88331999599","",""
648272017,"8782.12961382229","869.117343994533","7790.93646903469","",""
648279576,"9399.91925640529","1030.07717040846","3138.50204853428","",""
648320076,"9242.23509202182","868.78463277019","7942.75871454255","",""
648323841,"9081.45744618281","1248.01177545027","8014.77582664659","",""
648330727,"9860.70712801898","1990.71705623427","8682.51547642668","",""
648527193,"9224.50547181171","795.92921029902","8130.30127181256","",""
648544600,"9404.20855037205","1756.16193425392","8649.96706713833","",""
648547708,"9890.12033813386","2160.97226545787","9233.83376270502","",""
648549105,"9388.95460284065","1840.04935863158","8779.1240503393","",""
648564602,"8892.81639996099","788.665812441129","7336.73891427527","",""
648582997,"9102.13252645601","666.02826739267","8169.21964056168","0.0881270150635454","91.4557175281932"
648585371,"8937.83056934635","1203.43575402688","9195.22296098274","",""
648593656,"8367.50341648114","834.612789483774","8681.97001756813","",""
648594299,"9677.46084019154","1164.64026336729","8700.25550128799","",""
648600158,"9208","1423.67278584914","2530.58858793241","",""
648605614,"9229.59508813184","1698.90339719631","1757.58811468819","",""
648607165,"8998.67418062226","2085.8231640239","1535.7146245825","",""
648609504,"9008.35617555706","1478.74419849292","3027.95118337272","",""
648836167,"8837.10882721047","911.70641797852","3115.99304883439","",""
648852680,"9490.42690931846","1086.17388893954","8308.53596054923","",""
648881660,"8905.3213073453","1911.8923280293","2521.04317896265","",""
649008116,"8988.98489148102","799.23974042252","2864.78000978654","",""
649270536,"8154.1209233541","530.047442510376","3625.07358176022","",""
649272757,"8256.82719437313","434.084641510197","4230.62542677304","",""
649382312,"9484.21904680494","1352.9110094247","2352.80021009233","",""
649382470,"9562.28896493217","1097.55581329341","2736.64248662449","",""
649387261,"8782.29833944186","1693.67870022704","2468.55247105977","0.650597959229778","588.447398504596"
649387936,"9180.18102325724","686.161037163059","3450.70767490797","",""
649666842,"9102","2012.99476984162","9044.14100965922","",""
650128484,"8897.56802231144","1417.9198451839","2775.14727967901","",""
650129743,"8879.32034208459","1461.65257197143","3016.92619009787","",""
650131308,"9305.64550642893","695.728092477723","8110.03557561688","",""
650132917,"9251.77807452411","1311.43565656533","9167.25886882784","",""
650133296,"9439.22464893791","2190.84660330538","2289.79228270826","",""
650146312,"9872.58167811457","1335.23134188488","2798.020062307","",""
650156059,"9290.75635735434","671.174997447994","3340.08534938234","",""
650158189,"9234.08637583055","1042.07351839629","3399.98616676377","",""
650158992,"9607.34319810065","590.828809983026","4234.71350175348","",""
650161028,"8849.17592150128","691.29431787859","3295.52085524902","",""
650172921,"9687.52084635974","918.882651660265","8311.02156475306","",""
650173862,"8868.01923938858","512.012123971974","3545.61943966921","",""
650176200,"9578.10597942663","1357.72171380097","9122.56918668775","",""
650177087,"8803","872.41409644531","4228.09784404928","",""
650179306,"9523.77510663977","1575.63094247687","9400.1268759933","",""
650402689,"9567.83561796453","1324.72747508501","3343.02240454913","",""
650478930,"9200.53370047003","719.184371765622","3197.97133716628","",""
650484030,"9563.38257808821","1925.83753828816","2715.15833108967","",""
650487944,"9467.11755394346","2456.60177878602","1878.29849872305","",""
650490253,"8660","1710.86995873513","8845.27192544928","",""
651055796,"8179.49424782908","1093.95247355234","8215.67732513729","",""
651098469,"8897","946.919254893768","3240.43288958839","",""
651145605,"9108.54685166036","1875.72737067557","8553.05854295509","",""
651151937,"8718","457.38092678612","7721.86489031187","",""
651161691,"8718","541.677282072937","7961.67597592971","",""
651167896,"8718","633.671208659371","8205.29020640962","",""
651734562,"9727.05533124435","1585.67703480713","8954.65087659479","",""
651747470,"9509.20211230758","1645.92796612397","8548.26885038478","",""
651763842,"8873","803.02571727098","4052.76303659009","",""
651969572,"8435.4057473231","1201.95675588268","3243.28658904654","",""
651985184,"9336.90530591631","2063.71222784287","2375.08846194719","",""
652286698,"9438.75531693867","757.60868228479","7939.24954435441","",""
652289631,"9199.41982509938","1452.68942109834","8372.75497533494","",""
652296177,"9076.32647932371","865.10158490431","7935.45537080769","",""
652299236,"8617.33783493176","1284.98523495823","2361.65222164832","0.329976998144187","304.627656875838"
652300499,"8935.52122845412","1498.62304298934","9230.49112321513","0.267492007843181","289.015728242232"
652303366,"9017.45070327236","1519.97077536409","8038.46864804811","",""
652304219,"8329","977.969651654985","8162.25842310309","",""
652305423,"9277.8710855348","1583.96263071909","8146.83718365407","0.869138366473593","889.835247233924"
652306478,"8607.07472282278","1479.30075254612","3074.98340311822","0.852840930230314","899.306787247605"
652307230,"8606.04409602207","1449.75340128561","3046.86559032928","",""
652313391,"8551.93909736195","938.136127633428","3502.23018868722","",""
652516963,"7933.72294430752","1612.63011038502","1703.03131506327","0.200098593118587","197.976524947639"
652533530,"8660.5019785522","2147.39621914695","9513.75424346063","0.749644270653042","755.148329584715"
652551506,"8718","718.844149564373","3276.36387598109","",""
652764831,"8507.133043685","1429.24062219034","2780.76932095964","",""
652786618,"9740.79323677961","932.363783476581","7940.92700383436","",""
652809932,"8469","527.699410670453","3711.10087491731","",""
652810157,"9025.81681501632","448.434216991852","7635.88434753349","",""
652810984,"8469","756.687274024131","3134.6773610078","",""
652811224,"8940.94155105058","788.850307434467","8542.6855432793","",""
652812484,"9100.07496382037","692.670054698263","7894.39220717043","0.207071539295943","209.785260554071"
652920433,"9074.16258606433","2392.14595962803","1899.92710808643","",""
652920631,"8671.26545403351","1627.51083817228","2397.4647475852","",""
652938130,"9295.68717010668","591.286467777821","7384.70824189473","",""
652953931,"9311.06415122692","1163.70819815959","8948.93271992103","",""
652953971,"9608.5705057183","1101.04095128602","2749.58977200639","",""
652956700,"9262.15380288757","1323.68673909633","9180.9632529633","",""
652956871,"9172.01832838806","1010.12800484331","3603.39554120743","",""
652958762,"9623.7650420172","2080.52527347696","9261.04935682237","0.497206391091191","538.457093753666"
652959162,"9132.2201907601","1335.074386254","3467.31174626296","",""
652959904,"9434.90133799026","837.155474412642","3084.92865901658","",""
653024237,"9894.68244767148","1851.83574411506","2245.7631104047","",""
653024481,"9597.61892600274","593.616020081762","7409.43925337071","",""
653025550,"9261.16369795596","1943.06423372024","8814.28972703735","",""
653025875,"9795.44769734292","1617.10218931106","8931.22895565408","",""
653031614,"9233.02970486301","925.048625989854","3161.41972223858","",""
653031656,"9443.86319238918","529.820096914313","7493.94335409134","",""
653191401,"9150.41258929855","616.336121293755","3961.19464967818","",""
653195941,"8824","848.195435373676","4116.93770457368","",""
653196359,"8824","892.727203770622","3791.30315951898","",""
653199987,"9085.93179522353","725.228033769309","3085.65649952381","",""
653203361,"8820.97352913962","456.468043496194","7666.12677260204","",""
653232374,"8718.7220457028","1625.20784721397","8584.41326923381","",""
653289801,"9125.47003600258","1569.20806473962","2776.23977470815","",""
653326186,"9176.3554521523","1334.43282114017","7783.93627355805","",""
653326966,"9417.58270660043","1513.25663661506","3056.77317099403","",""
653327067,"8838.98994693211","1171.59770596781","7536.46344059517","",""
653327513,"9089.87771209195","1119.68584541684","7568.07857684072","0.679350913856535","717.044029603829"
653327546,"8492.60811379229","1114.10606934632","4080.77059960182","",""
653677436,"8110","1088.34547273461","2627.05319106221","",""
653699672,"8515","735.664161587178","4087.8728592066","0.528398747402977","445.644531052785"
653744562,"8763.86711871226","836.248661238375","7160.96943574445","",""
653795917,"10118.6512707566","1367.33505498748","8367.87373916616","",""
653832102,"8659.36951236847","1185.60537519956","7896.8884579912","",""
654294107,"9730.9956310588","1196.64084371574","3005.9957727214","",""
654337478,"8699.72397159336","917.713575305076","7921.57291225195","",""
654356514,"9566.01739144696","1232.54904749648","8185.9513133999","",""
654407470,"9472.6161640154","1538.05069681065","8750.42474217365","",""
654669793,"8643.10702932005","653.314941752858","7304.19592016072","",""
654689557,"8927.59165320647","1741.48889999604","8406.99916122415","",""
654704107,"9192.49648503292","1277.14779090756","2928.68363427616","",""
655120196,"8904.23940833048","1046.06559935197","2659.7747294955","",""
656147268,"9140.33830001873","1061.41506669305","3468.18589751178","",""
656149874,"9546.38340157759","783.245073569972","3689.69453211606","",""
656151146,"9683.33067446137","1038.54404043792","8355.06391069232","",""
656156755,"8620.81008578206","929.037820254307","7740.43777573792","0.52752500890428","460.584428394672"
656165888,"9093.98408081175","647.175382966229","3814.53537489637","",""
656426563,"8666.29594821955","857.278493383047","3737.99758909046","",""
656427633,"9047.65615033003","1519.67494855894","2732.73920211242","",""
656449594,"9631.59944745138","1338.5833645003","3285.85780587132","",""
656564790,"9193.5876586849","2081.1054682139","2394.192731901","",""
656705176,"9239.07080098849","712.308786418748","7979.6194063603","0.162570099464436","145.913776502758"
656705216,"8659.69851878682","1148.16761494434","3641.42055031431","0.708600039405685","607.400179484082"
656705665,"9671.0411365533","1072.19960244751","8544.91817095711","",""
656706125,"8762.67827984346","811.335993841361","3387.51083348732","0.326207798846032","279.859725316849"
656718798,"9341.87335722092","1386.75023529062","3025.05986473605","",""
656718838,"9102.61158990113","1757.21278350272","2991.25228338399","",""
656721986,"8867.87163393474","1180.69215694126","2943.71263974946","",""
656722097,"9709.89963724894","2210.91913705016","2201.45274389377","",""
656839029,"8528.472529771","1255.7747339621","2614.1119931572","",""
656841831,"9230.41488485991","852.256194524152","8201.7135778248","",""
656857860,"8882.21834043476","751.076438056381","8118.90685199615","",""
656859150,"8776.74147134476","883.470311307457","7758.60813031056","",""
656859689,"9018.73971533342","1296.66324711938","2827.95050658232","",""
656860694,"9193.60672238287","675.326482056616","3568.87938967402","",""
656863406,"9199.66454498015","704.209723665515","3694.14941205034","",""
