donor_id,donor_name,biological_sex,age,full_genotype
372260,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-372260,M,P49,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
372545,Sst-IRES-Cre;Ai14-372545,M,P48,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
372433,Chat-IRES-Cre-neo;Ai14-372433,M,P48,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
372546,Sst-IRES-Cre;Ai14-372546,F,P49,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
372795,Htr3a-Cre_NO152;Ai14-372795,M,P47,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
372548,Sst-IRES-Cre;Ai14-372548,F,P50,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
373524,Pdyn-T2A-CreERT2;Ai14-373524,F,P47,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
372436,Chat-IRES-Cre-neo;Ai14-372436,M,P50,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
372437,Chat-IRES-Cre-neo;Ai14-372437,F,P51,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
372549,Sst-IRES-Cre;Ai14-372549,F,P52,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
372685,Chrna2-Cre_OE25;Ai14-372685,F,P51,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
372438,Chat-IRES-Cre-neo;Ai14-372438,F,P52,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
374736,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-374736,M,P43,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
374838,Chat-IRES-Cre-neo;Ai14-374838,M,P42,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
373812,Vip-IRES-Cre;Ai14-373812,F,P48,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
373623,Chat-IRES-Cre-neo;Ai14-373623,M,P48,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
374738,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-374738,F,P44,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
374839,Chat-IRES-Cre-neo;Ai14-374839,M,P43,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
374536,Oxtr-T2A-Cre;Ai14-374536,F,P45,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
374836,Chat-IRES-Cre-neo;Ai14-374836,M,P43,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
374837,Chat-IRES-Cre-neo;Ai14-374837,M,P43,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
374537,Oxtr-T2A-Cre;Ai14-374537,F,P46,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
374840,Chat-IRES-Cre-neo;Ai14-374840,M,P44,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
373625,Chat-IRES-Cre-neo;Ai14-373625,F,P50,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
375844,Pvalb-IRES-Cre;Ai14-375844,M,P42,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
375845,Pvalb-IRES-Cre;Ai14-375845,M,P43,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376198,Sst-IRES-Cre;Ai14-376198,M,P47,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376066,Htr3a-Cre_NO152;Ai14-376066,M,P48,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
375847,Pvalb-IRES-Cre;Ai14-375847,M,P49,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376201,Sst-IRES-Cre;Ai14-376201,F,P48,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376967,Pvalb-IRES-Cre;Ai14-376967,M,P44,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376203,Sst-IRES-Cre;Ai14-376203,F,P49,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376970,Pvalb-IRES-Cre;Ai14-376970,F,P44,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376202,Sst-IRES-Cre;Ai14-376202,F,P54,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
377309,Ndnf-IRES2-dgCre;Ai14-377309,M,P48,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
376995,Slc17a6-IRES-Cre;Ai14-376995,F,P49,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376204,Sst-IRES-Cre;Ai14-376204,F,P55,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
377310,Ndnf-IRES2-dgCre;Ai14-377310,M,P49,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
377313,Ndnf-IRES2-dgCre;Ai14-377313,M,P49,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
376205,Sst-IRES-Cre;Ai14-376205,F,P56,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
377316,Ndnf-IRES2-dgCre;Ai14-377316,F,P50,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
377300,Vip-IRES-Cre;Ai14-377300,F,P50,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
378475,Ndnf-IRES2-dgCre;Ai14-378475,F,P50,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
376206,Sst-IRES-Cre;Ai14-376206,F,P58,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
376837,Sst-IRES-Cre;Ai14-376837,F,P54,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
378110,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-378110,M,P49,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
377369,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-377369,M,P54,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
378389,Pvalb-IRES-Cre;Ai14-378389,M,P47,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
378386,Pvalb-IRES-Cre;Ai14-378386,M,P48,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
377372,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-377372,M,P55,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
378390,Pvalb-IRES-Cre;Ai14-378390,M,P48,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
378108,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-378108,M,P51,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
378262,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-378262,F,P51,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
377304,Vip-IRES-Cre;Ai14-377304,F,P57,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
378388,Pvalb-IRES-Cre;Ai14-378388,M,P51,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
379134,Chrna2-Cre_OE25;Ai14-379134,F,P48,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
379873,Ndnf-IRES2-dgCre;Ai14-379873,F,P44,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
379882,Npr3-IRES2-Cre;Sst-IRES-FlpO;Ai65-379882,F,P45,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
379136,Chrna2-Cre_OE25;Ai14-379136,F,P50,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
379874,Ndnf-IRES2-dgCre;Ai14-379874,F,P46,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
379844,Slc32a1-IRES-Cre;Ai14-379844,M,P48,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
379845,Slc32a1-IRES-Cre;Ai14-379845,M,P49,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
379152,Chrna2-Cre_OE25;Ai14-379152,M,P51,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
379153,Chrna2-Cre_OE25;Ai14-379153,M,P52,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
379843,Slc32a1-IRES-Cre;Ai14-379843,M,P50,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
379866,Ndnf-IRES2-dgCre;Ai14-379866,M,P48,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
381578,Sst-IRES-Cre;Ai14-381578,F,P43,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
380351,Pvalb-IRES-Cre;Ai14-380351,F,P49,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
380156,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156,M,P50,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
381042,Htr3a-Cre_NO152;Ai14-381042,M,P46,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
381580,Sst-IRES-Cre;Ai14-381580,F,P44,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
380160,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160,M,P51,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
381045,Htr3a-Cre_NO152;Ai14-381045,F,P47,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
380161,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380161,M,P52,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
381047,Htr3a-Cre_NO152;Ai14-381047,F,P48,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
381048,Htr3a-Cre_NO152;Ai14-381048,F,P50,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
379154,Chrna2-Cre_OE25;Ai14-379154,M,P59,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
381886,Vip-IRES-Cre;Ai14-381886,M,P49,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
380655,Gad2-IRES-Cre;Ai14-380655,F,P56,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
381810,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381810,F,P58,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
381891,Vip-IRES-Cre;Ai14-381891,F,P52,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
381164,Chrna2-Cre_OE25;Pvalb-T2A-FlpO;Ai65-381164,M,P56,Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
382260,Vip-IRES-Cre;Ai14-382260,M,P50,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382382,Slc17a8-IRES2-Cre;Ai14-382382,F,P49,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
382539,Sst-IRES-Cre;Ai14-382539,M,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382261,Vip-IRES-Cre;Ai14-382261,F,P53,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382502,Th-Cre_FI172;Ai14-382502,F,P51,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt
382542,Sst-IRES-Cre;Ai14-382542,F,P52,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382512,Slc17a7-IRES2-Cre;Ai14-382512,M,P52,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
382262,Vip-IRES-Cre;Ai14-382262,F,P54,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382500,Th-Cre_FI172;Ai14-382500,M,P52,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt
382543,Sst-IRES-Cre;Ai14-382543,F,P53,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382769,Slc32a1-IRES-Cre;Ai14-382769,M,P51,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382501,Th-Cre_FI172;Ai14-382501,M,P53,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt
381889,Vip-IRES-Cre;Ai14-381889,F,P50,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382544,Sst-IRES-Cre;Ai14-382544,F,P55,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
381904,Oxtr-T2A-Cre;Ai14-381904,M,P50,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
382770,Slc32a1-IRES-Cre;Ai14-382770,M,P53,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
381812,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381812,F,P59,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
382695,Gad2-IRES-Cre;Ai14-382695,F,P54,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
382513,Slc17a7-IRES2-Cre;Ai14-382513,F,P55,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
383084,Vip-IRES-Cre;Ai14-383084,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
383358,Vip-IRES-Cre;Ai14-383358,F,P54,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
383626,Pvalb-IRES-Cre;Ai14-383626,M,P53,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
383085,Vip-IRES-Cre;Ai14-383085,M,P56,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
384210,Slc32a1-IRES-Cre;Ai14-384210,M,P50,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
383086,Vip-IRES-Cre;Ai14-383086,M,P57,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
383628,Pvalb-IRES-Cre;Ai14-383628,M,P55,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
383357,Vip-IRES-Cre;Ai14-383357,M,P58,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
383745,Gad2-IRES-Cre;Ai14-383745,M,P56,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
383629,Pvalb-IRES-Cre;Ai14-383629,M,P57,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
385813,Sst-IRES-Cre;Ai14-385813,M,P49,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
385205,Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-385205,M,P51,Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
384859,Gad2-IRES-Cre;Ai14-384859,M,P53,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
385815,Sst-IRES-Cre;Ai14-385815,F,P50,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
384679,Etv1-CreERT2;Pvalb-T2A-FlpO;Ai65-384679,M,P60,Etv1-CreERT2/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
384861,Gad2-IRES-Cre;Ai14-384861,M,P54,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
385817,Sst-IRES-Cre;Ai14-385817,F,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
384591,Ndnf-IRES2-dgCre;Ai14-384591,F,P56,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
384990,Nkx2-1-CreERT2;Ai14(TAM at e17)-384990,F,P55,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt
386474,Sst-IRES-Cre;Ai14-386474,M,P50,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
385997,Th-P2A-FlpO;Ai65F-385997,F,P53,Th-P2A-FlpO/wt;Ai65F/wt
385740,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-385740,M,P54,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
384390,Pvalb-IRES-Cre;Ai14-384390,M,P62,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
386476,Sst-IRES-Cre;Ai14-386476,F,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
386167,Nos1-CreERT2;Ai14-386167,M,P53,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt
385998,Th-P2A-FlpO;Ai65F-385998,F,P54,Th-P2A-FlpO/wt;Ai65F/wt
385743,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-385743,M,P55,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
386478,Sst-IRES-Cre;Ai14-386478,F,P52,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
384391,Pvalb-IRES-Cre;Ai14-384391,M,P64,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
385999,Th-P2A-FlpO;Ai65F-385999,F,P55,Th-P2A-FlpO/wt;Ai65F/wt
386169,Nos1-CreERT2;Ai14-386169,F,P54,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt
386651,Chat-IRES-Cre-neo;Ai14-386651,F,P53,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
386058,Gad2-IRES-Cre;Ai14-386058,M,P57,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387577,Sst-IRES-Cre;Ai14-387577,M,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387145,Vip-IRES-Cre;Ai14-387145,M,P54,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387600,Vip-IRES-Cre;Ai14-387600,F,P51,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387320,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-387320,M,P52,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
387578,Sst-IRES-Cre;Ai14-387578,M,P52,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387146,Vip-IRES-Cre;Ai14-387146,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
388062,Pvalb-IRES-Cre;Ai14-388062,M,P49,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387579,Sst-IRES-Cre;Ai14-387579,F,P53,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387602,Vip-IRES-Cre;Ai14-387602,F,P53,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
386824,Slc17a6-IRES-Cre;Ai14-386824,M,P57,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387150,Vip-IRES-Cre;Ai14-387150,M,P58,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
389709,Th-P2A-FlpO;Ai65F-389709,M,P42,Th-P2A-FlpO/wt;Ai65F/wt
389710,Th-P2A-FlpO;Ai65F-389710,F,P42,Th-P2A-FlpO/wt;Ai65F/wt
390084,Vip-IRES-Cre;Ai14-390084,M,P43,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
388042,Vip-IRES-Cre;Ai14-388042,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
390085,Vip-IRES-Cre;Ai14-390085,M,P44,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
388544,Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388544,M,P53,Htr3a-Cre_NO152/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
387691,Sst-IRES-Cre;Ai14-387691,F,P59,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
388546,Htr3a-Cre_NO152;Sst-IRES-FlpO;Ai65-388546,M,P54,Htr3a-Cre_NO152/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
390091,Vip-IRES-Cre;Ai14-390091,F,P45,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
388049,Vip-IRES-Cre;Ai14-388049,F,P57,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387401,Slc32a1-IRES-Cre;Ai14-387401,F,P63,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
389711,Th-P2A-FlpO;Ai65F-389711,F,P49,Th-P2A-FlpO/wt;Ai65F/wt
390755,Slc17a8-IRES2-Cre;Ai14-390755,M,P46,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
389352,Pvalb-IRES-Cre;Ai14-389352,M,P55,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
389956,Htr3a-Cre_NO152;Ai14-389956,F,P51,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
390255,Chat-IRES-Cre-neo;Ai14-390255,M,P49,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
389210,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-389210,M,P56,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
389353,Pvalb-IRES-Cre;Ai14-389353,M,P56,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
387905,Slc17a8-iCre;Ai14-387905,F,P63,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt
389356,Pvalb-IRES-Cre;Ai14-389356,F,P57,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
390749,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-390749,F,P48,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
390757,Slc17a8-IRES2-Cre;Ai14-390757,F,P48,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
389359,Pvalb-IRES-Cre;Ai14-389359,F,P59,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
390758,Slc17a8-IRES2-Cre;Ai14-390758,F,P50,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
391341,Sst-IRES-Cre;Ai14-391341,F,P50,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
391467,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-391467,F,P51,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
390928,Vip-IRES-Cre;Ai14-390928,M,P53,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
391571,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391571,M,P50,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
391572,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572,M,P51,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
390760,Slc17a8-IRES2-Cre;Ai14-390760,F,P55,Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
390981,Htr3a-Cre_NO152;Ai14-390981,F,P54,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
391574,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574,F,P51,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
390983,Htr3a-Cre_NO152;Ai14-390983,F,P54,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
391339,Sst-IRES-Cre;Ai14-391339,M,P53,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
392696,Sst-IRES-Cre;Ai14-392696,M,P52,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
391834,Th-P2A-FlpO;Ai65F-391834,M,P56,Th-P2A-FlpO/wt;Ai65F/wt
392332,Vip-IRES-Cre;Ai14-392332,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
392697,Sst-IRES-Cre;Ai14-392697,M,P52,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
392698,Sst-IRES-Cre;Ai14-392698,M,P53,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
391836,Th-P2A-FlpO;Ai65F-391836,M,P57,Th-P2A-FlpO/wt;Ai65F/wt
392699,Sst-IRES-Cre;Ai14-392699,M,P54,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
391840,Th-P2A-FlpO;Ai65F-391840,F,P58,Th-P2A-FlpO/wt;Ai65F/wt
391678,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678,F,P58,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
392333,Vip-IRES-Cre;Ai14-392333,F,P57,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
392700,Sst-IRES-Cre;Ai14-392700,M,P55,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
391841,Th-P2A-FlpO;Ai65F-391841,F,P59,Th-P2A-FlpO/wt;Ai65F/wt
392608,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-392608,F,P55,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
392701,Sst-IRES-Cre;Ai14-392701,M,P58,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
392703,Sst-IRES-Cre;Ai14-392703,F,P58,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
394299,Sst-IRES-Cre;Ai14-394299,F,P59,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
393738,Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-393738,F,P54,Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
393685,Gad2-IRES-Cre;Ai14-393685,F,P55,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
394301,Sst-IRES-Cre;Ai14-394301,F,P60,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
392647,Ndnf-IRES2-dgCre;Ai14-392647,M,P60,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
394303,Sst-IRES-Cre;Ai14-394303,F,P62,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
393920,Slc32a1-IRES-Cre;Ai14-393920,F,P56,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
394566,Gad67-GFP_X94-394566,M,P55,Gad67-GFP_X94/wt
393686,Gad2-IRES-Cre;Ai14-393686,F,P61,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
394428,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-394428,M,P57,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
393687,Gad2-IRES-Cre;Ai14-393687,F,P62,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
